,발생년,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,가해자_당사자종별_대분류,가해자_당사자종별,피해자_당사자종별_대분류,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,lon,lat,월,시,분
26,2015,야,일,1,1,0,0,0,서울,관악구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,보행자,보행자,951585.0,1942458.0,126.9524051,37.48008785,1,0,3
72,2015,야,화,1,1,0,0,0,서울,영등포구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,승용차,중형,보행자,보행자,947727.0,1944613.0,126.9086183,37.49930101,1,21,8
85,2015,야,수,1,1,0,0,0,서울,서초구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,교차로,교차로부근,승합차,대형,보행자,보행자,954246.0,1943066.0,126.9824632,37.4857036,1,21,40
102,2015,야,금,1,1,0,0,0,서울,중구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,중형,보행자,보행자,955475.0,1951772.0,126.9958365,37.56423328,1,20,40
107,2015,야,토,1,1,0,0,0,서울,송파구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,대형,보행자,보행자,964672.0,1946089.0,127.10024650000001,37.51340898,1,2,45
108,2015,야,토,1,1,0,0,0,서울,구로구,차대사람,보도통행중,운전자법규위반,과속,교차로,교차로부근,승용차,중형,보행자,보행자,945002.0,1945228.0,126.87774509999998,37.50468574,1,3,52
113,2015,야,토,1,1,0,0,0,서울,성동구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,958885.0,1949153.0,127.034594,37.54078605,1,21,50
154,2015,야,수,1,1,0,0,0,서울,강동구,차대차,측면충돌,운전자법규위반,차로위반(진로변경 위반),교차로,교차로부근,원동기장치자전거,원동기장치자전거,화물차,중형,967180.0,1947241.0,127.12857369999999,37.52388511,1,4,35
172,2015,야,목,1,1,0,0,0,서울,서대문구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도부근,승합차,중형,보행자,보행자,949255.0,1952045.0,126.9253906,37.56637211,1,20,3
181,2015,주,금,1,1,0,0,0,서울,영등포구,차대차,측면충돌,운전자법규위반,안전거리 미확보,단일로,횡단보도상,이륜차,소형,화물차,소형,947827.0,1946786.0,126.90959540000001,37.51889229,1,14,38
190,2015,야,토,1,1,0,0,0,서울,서초구,차대사람,보도통행중,운전자법규위반,과속,단일로,기타단일로,승용차,대형,보행자,보행자,955683.0,1942390.0,126.99875759999999,37.47968066,1,1,42
201,2015,주,토,1,1,0,0,0,서울,금천구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,945793.0,1939876.0,126.88708829999999,37.45649401,1,17,0
219,2015,주,월,1,1,0,0,0,서울,은평구,차대사람,보도통행중,운전자법규위반,신호위반,단일로,횡단보도상,특수차,중형,보행자,보행자,948843.0,1955948.0,126.92045290000002,37.60152734,1,10,10
228,2015,야,월,1,1,0,0,0,서울,강북구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,957733.0,1957897.0,127.0210496,37.61954561,1,23,56
230,2015,야,화,1,1,0,0,0,서울,강동구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,보행자,보행자,968431.0,1948370.0,127.14268249999999,37.53410497,1,4,0
232,2015,주,화,1,1,0,0,0,서울,금천구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,화물차,소형,보행자,보행자,947402.0,1940054.0,126.90526740000001,37.45819131,1,6,50
258,2015,주,목,1,1,0,0,0,서울,강남구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,964847.1,1943139.7,127.10236880000001,37.48683231,1,6,35
326,2015,주,수,1,1,0,0,0,서울,성북구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,중형,보행자,보행자,960893.0,1957549.0,127.05687490000001,37.61654891,1,16,15
364,2015,야,토,1,1,0,0,0,서울,금천구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,947245.0,1941891.0,126.90336070000001,37.47473967,1,23,10
368,2015,주,일,1,1,0,0,0,서울,노원구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,중형,보행자,보행자,962170.0,1959878.0,127.07122379999998,37.63759415,2,9,12
399,2015,주,수,1,1,0,0,0,서울,관악구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,949633.0,1943377.0,126.9302652,37.48826664,2,17,35
409,2015,야,목,1,1,0,0,0,서울,강남구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도부근,승용차,중형,보행자,보행자,957448.0,1946854.0,127.0184615,37.51999925,2,20,55
423,2015,야,토,1,1,0,0,0,서울,영등포구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,자전거,자전거,화물차,소형,948447.0,1946627.0,126.9166223,37.51749406,2,4,0
439,2015,주,일,1,1,0,0,0,서울,강남구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,중형,자전거,자전거,960164.2,1943353.6,127.0493881,37.48857013,2,6,30
449,2015,주,월,1,1,0,0,0,서울,은평구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,중형,보행자,보행자,948120.0,1954302.0,126.91237920000002,37.58665136,2,7,5
461,2015,야,화,1,1,0,0,0,서울,구로구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,보행자,보행자,943096.0,1943262.0,126.85633370000001,37.48685041,2,4,15
510,2015,야,금,1,2,0,1,0,서울,동대문구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,이륜차,중형,보행자,보행자,960559.0,1952873.0,127.0533424,37.57438870000001,2,20,35
519,2015,야,일,1,2,1,0,0,서울,도봉구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,이륜차,소형,보행자,보행자,958948.0,1961091.0,127.0346376,37.64838873,2,0,19
551,2015,주,수,1,1,0,0,0,서울,영등포구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,교차로,교차로내,화물차,중형,보행자,보행자,945692.0,1947107.0,126.8854126,37.52166227,2,8,23
556,2015,야,수,1,1,0,0,0,서울,영등포구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,947797.0,1945342.0,126.9093585,37.50587558,2,19,34
579,2015,주,토,1,1,0,0,0,서울,서대문구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,보행자,보행자,952806.0,1952084.0,126.96559599999999,37.56691247,2,6,38
600,2015,야,월,1,1,0,0,0,서울,은평구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,948170.0,1954470.0,126.91293359999999,37.58816838,2,21,10
645,2015,주,토,1,1,0,0,0,서울,강북구,차대사람,보도통행중,운전자법규위반,신호위반,교차로,교차로부근,승용차,중형,보행자,보행자,956977.0,1958510.0,127.01244720000001,37.62503559,2,15,35
657,2015,야,월,1,1,0,0,0,서울,용산구,차대사람,보도통행중,운전자법규위반,과속,단일로,횡단보도부근,승용차,중형,보행자,보행자,953168.0,1950111.0,126.969821,37.54914793,3,0,30
664,2015,주,월,1,1,0,0,0,서울,송파구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,교차로,교차로내,승용차,중형,보행자,보행자,966955.0,1944512.0,127.12615009999999,37.49927935,3,10,30
732,2015,야,일,1,1,0,0,0,서울,강남구,차대사람,보도통행중,운전자법규위반,과속,단일로,기타단일로,승용차,중형,보행자,보행자,958752.3,1947540.0,127.03318259999999,37.52624165,3,1,47
875,2015,야,금,1,1,0,0,0,서울,강남구,차대사람,보도통행중,운전자법규위반,중앙선 침범,교차로,교차로부근,승용차,소형,보행자,보행자,960540.3,1942490.4,127.0536886,37.4808059,3,4,0
896,2015,야,일,1,1,0,0,0,서울,강북구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,원동기장치자전거,원동기장치자전거,958243.0,1957662.0,127.02684199999999,37.61745083,3,1,0
906,2015,야,월,1,2,1,0,0,서울,강북구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,원동기장치자전거,원동기장치자전거,승용차,중형,958389.0,1959614.0,127.02838510000001,37.63505115,3,3,34
907,2015,주,월,1,1,0,0,0,서울,성동구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,자전거,자전거,960726.0,1949575.0,127.05541029999999,37.54466997,3,6,35
937,2015,야,목,1,1,0,0,0,서울,강남구,차대사람,보도통행중,운전자법규위반,신호위반,단일로,기타단일로,승용차,중형,보행자,보행자,960468.0,1946182.0,127.05267240000002,37.51407665,3,4,30
944,2015,야,목,1,1,0,0,0,서울,강서구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,보행자,보행자,944232.0,1950137.0,126.86866090000002,37.54888472,3,18,16
948,2015,야,금,1,1,0,0,0,서울,송파구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승합차,대형,보행자,보행자,964723.2,1946095.1,127.10082549999998,37.51346592,3,4,54
959,2015,야,토,1,1,0,0,0,서울,마포구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도부근,화물차,중형,보행자,보행자,950056.0,1950645.0,126.93455559999998,37.55379751,3,1,34
1028,2015,야,수,1,1,0,0,0,서울,구로구,차대사람,보도통행중,운전자법규위반,안전거리 미확보,교차로,교차로부근,승합차,대형,보행자,보행자,943088.2,1943358.1,126.8562381,37.48771609,4,21,41
1049,2015,야,토,1,1,0,0,0,서울,동대문구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,대형,이륜차,중형,960938.0,1953047.0,127.0576251,37.57597318,4,4,44
1079,2015,주,화,1,1,0,0,0,서울,동대문구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,기타/불명,기타/불명,승용차,중형,자전거,자전거,960896.0,1953184.0,127.0571422,37.57720621,4,10,50
1103,2015,주,목,1,1,0,0,0,서울,은평구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,이륜차,소형,950193.0,1955833.0,126.93575390000001,37.60056495,4,8,20
1120,2015,야,토,1,2,0,1,0,서울,은평구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,948399.0,1956375.0,126.915393,37.6053511,4,4,18
1163,2015,주,화,1,1,0,0,0,서울,강남구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,964514.0,1943515.0,127.09858290000001,37.49020232,4,13,25
1190,2015,야,금,1,1,0,0,0,서울,영등포구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,단일로,횡단보도상,승용차,중형,보행자,보행자,947360.0,1944953.0,126.9044422,37.50234463,4,5,35
1203,2015,야,토,1,3,1,1,0,서울,도봉구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,중형,승용차,중형,959770.0,1961416.0,127.0439375,37.6513544,4,4,0
1235,2015,주,월,1,1,0,0,0,서울,서대문구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,보행자,보행자,950716.0,1954760.0,126.9417508,37.59092208,4,13,23
1237,2015,주,월,1,1,0,0,0,서울,광진구,차대차,측면충돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,승합차,경형,원동기장치자전거,원동기장치자전거,962615.0,1951818.0,127.07667920000002,37.56496546,4,15,25
1272,2015,야,금,1,3,0,2,0,서울,송파구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,중형,승용차,중형,967651.0,1944404.0,127.1340288,37.49833055,4,1,26
1289,2015,야,토,1,1,0,0,0,서울,양천구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,단일로,횡단보도부근,승용차,중형,보행자,보행자,945175.0,1949906.0,126.8793531,37.5468593,4,20,29
1410,2015,야,수,1,1,0,0,0,서울,성북구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,소형,자전거,자전거,955948.0,1956615.0,127.0009008,37.60790692,5,19,45
1428,2015,야,목,1,1,0,0,0,서울,용산구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,건설기계,건설기계,보행자,보행자,952976.4,1947971.6,126.96778909999998,37.529855299999994,5,20,0
1429,2015,주,금,1,1,0,0,0,서울,성북구,차대차,측면충돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,원동기장치자전거,원동기장치자전거,승용차,중형,958978.0,1955332.0,127.03530079999999,37.59648316,5,8,20
1443,2015,주,토,1,1,0,0,0,서울,강서구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,교차로,교차로부근,승용차,중형,보행자,보행자,942027.0,1951298.0,126.84360819999999,37.5592127,5,15,30
1478,2015,야,화,1,1,0,0,0,서울,금천구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,947188.0,1937481.0,126.9030321,37.434988,5,23,6
1513,2015,야,토,1,1,0,0,0,서울,광진구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,교차로,교차로부근,승용차,중형,보행자,보행자,963521.0,1951636.0,127.0869469,37.56336137,5,2,40
1574,2015,야,수,1,1,0,0,0,서울,성북구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,보행자,보행자,957827.7,1955985.2,127.02223300000001,37.60231856,5,20,9
1578,2015,야,목,1,1,0,0,0,서울,서대문구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,교차로,교차로내,화물차,중형,보행자,보행자,948200.0,1953838.0,126.91331809999998,37.58247381,5,4,35
1584,2015,주,목,1,1,0,0,0,서울,송파구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,승합차,대형,보행자,보행자,966098.0,1944032.0,127.11647690000001,37.49492181,5,10,14
1585,2015,주,목,1,1,0,0,0,서울,구로구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,자전거,자전거,승용차,중형,945993.0,1944967.0,126.888976,37.50239183,5,12,50
1598,2015,주,금,1,1,0,0,0,서울,성북구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,보행자,보행자,957066.0,1957004.0,127.0135442,37.61146594,5,13,15
1617,2015,야,일,1,2,0,1,0,서울,노원구,차대차,측면충돌,운전자법규위반,중앙선 침범,교차로,교차로내,승합차,대형,이륜차,대형,960516.0,1958611.0,127.0525459,37.62610482,5,1,10
1654,2015,야,화,1,2,0,1,0,서울,동작구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,중형,이륜차,소형,950892.0,1945244.0,126.9443813,37.50516219,5,22,30
1674,2015,주,목,1,1,0,0,0,서울,성북구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,보행자,보행자,957066.0,1955976.0,127.0136045,37.60220039,5,6,45
1711,2015,주,일,1,1,0,0,0,서울,강동구,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,교차로,교차로부근,승합차,대형,보행자,보행자,966935.0,1949629.0,127.12569350000001,37.54540041,5,8,23
1761,2015,주,목,1,1,0,0,0,서울,양천구,차대차,측면충돌,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,자전거,자전거,화물차,중형,944267.0,1948781.0,126.8691601,37.53666514,6,17,0
1784,2015,야,토,1,1,0,0,0,서울,광진구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,961760.0,1948568.0,127.06716750000001,37.53563702,6,3,45
1788,2015,주,토,1,2,1,0,0,서울,중랑구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,소형,이륜차,소형,964355.0,1956848.0,127.0961364,37.6103714,6,15,43
1791,2015,야,일,1,1,0,0,0,서울,도봉구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,959389.0,1961443.0,127.03961699999999,37.65158097,6,2,30
1842,2015,야,목,1,1,0,0,0,서울,송파구,차대사람,보도통행중,운전자법규위반,과속,단일로,횡단보도상,승용차,중형,보행자,보행자,966624.0,1946172.0,127.1223301,37.51422979,6,4,5
1856,2015,야,금,1,1,0,0,0,서울,영등포구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,946763.0,1943328.0,126.8978058,37.48766398,6,4,38
1891,2015,주,월,1,1,0,0,0,서울,중랑구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,964086.0,1955088.0,127.0931751,37.59449755,6,13,30
1913,2015,주,수,1,2,1,0,0,서울,은평구,차대차,측면충돌,운전자법규위반,차로위반(진로변경 위반),단일로,기타단일로,이륜차,소형,승합차,대형,945828.0,1954435.0,126.8864103,37.58771801,6,10,25
1939,2015,주,금,1,1,0,0,0,서울,용산구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,자전거,자전거,승용차,중형,953359.0,1949578.0,126.97201709999999,37.54435358,6,11,0
2024,2015,야,목,1,1,0,0,0,서울,강동구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,보행자,보행자,970834.0,1949615.0,127.16983130000001,37.54540588,6,22,15
2073,2015,야,월,1,2,1,0,0,서울,은평구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,소형,화물차,소형,945884.0,1954363.0,126.88704990000001,37.58707236,6,4,35
2083,2015,야,월,1,1,0,0,0,서울,송파구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,승합차,대형,보행자,보행자,966622.0,1943040.0,127.12244960000001,37.48599953,6,23,50
2164,2015,야,화,1,1,0,0,0,서울,성북구,차대차,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,불명,불명,승용차,중형,956245.0,1954374.0,127.0043996,37.58772257,7,0,2
2176,2015,야,화,1,1,0,0,0,서울,은평구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,947349.9,1953583.2,126.9037088,37.58012904,7,23,45
2198,2015,야,금,1,2,0,1,0,서울,용산구,차대차,측면충돌,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,이륜차,중형,화물차,중형,952600.0,1947400.0,126.96356609999998,37.52468406,7,3,40
2207,2015,주,금,1,1,0,0,0,서울,종로구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,승합차,대형,보행자,보행자,953771.0,1952704.0,126.9764837,37.5725496,7,9,10
2229,2015,야,일,1,1,0,0,0,서울,성동구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,958573.0,1951701.0,127.0309185,37.56373793,7,5,8
2231,2015,주,월,1,1,0,0,0,서울,서초구,차대차,측면충돌,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,이륜차,중형,화물차,중형,954755.0,1943672.0,126.9881832,37.49119076,7,8,40
2313,2015,야,월,1,1,0,0,0,서울,종로구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,이륜차,중형,보행자,보행자,954914.0,1952442.0,126.9894432,37.57024484,7,21,40
2318,2015,야,화,1,1,0,0,0,서울,영등포구,차대사람,보도통행중,운전자법규위반,신호위반,단일로,기타단일로,승용차,중형,보행자,보행자,946688.0,1948510.0,126.89658159999999,37.53436579,7,3,15
2335,2015,주,수,1,1,0,0,0,서울,광진구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,중형,자전거,자전거,962642.0,1951071.0,127.077023,37.5582336,7,16,15
2354,2015,야,금,1,1,0,0,0,서울,중랑구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,승용차,중형,보행자,보행자,962707.0,1957062.0,127.0774538,37.61223486,7,1,10
2371,2015,야,토,1,1,0,0,0,서울,광진구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도부근,승용차,소형,보행자,보행자,963155.0,1951778.0,127.08279569999999,37.56462669,7,5,50
2381,2015,야,토,1,2,1,0,0,서울,마포구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,이륜차,소형,승용차,중형,948931.0,1951731.0,126.9217438,37.56352408,7,23,30
2395,2015,주,월,1,2,0,1,0,서울,성북구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,중형,승용차,중형,959028.5,1955160.6,127.0358825,37.59494054,7,8,30
2508,2015,야,수,1,1,0,0,0,서울,강동구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,화물차,소형,이륜차,중형,971166.0,1949775.0,127.17358329999999,37.54685848,8,18,20
2635,2015,야,일,1,1,0,0,0,서울,강동구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,보행자,보행자,967189.0,1950468.0,127.1285313,37.55297173,8,23,35
2638,2015,야,월,1,1,0,0,0,서울,관악구,차대사람,보도통행중,운전자법규위반,과속,단일로,기타단일로,승용차,중형,보행자,보행자,951093.0,1942654.0,126.9468275,37.48182853,8,4,43
2661,2015,주,수,1,1,0,0,0,서울,성동구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,소형,보행자,보행자,958014.0,1951017.0,127.0246283,37.55754754,8,6,0
2706,2015,주,토,1,1,0,0,0,서울,은평구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,948438.0,1954280.0,126.9159824,37.58647095,8,7,20
2717,2015,야,토,1,1,0,0,0,서울,영등포구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,948422.0,1946679.0,126.9163357,37.51796135,8,21,28
2724,2015,야,일,1,1,0,0,0,서울,송파구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,964919.0,1944574.0,127.1031136,37.49976305,8,2,20
2817,2015,야,일,1,1,0,0,0,서울,송파구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,대형,이륜차,중형,963797.0,1945454.0,127.09037690000001,37.50765154,8,19,50
2838,2015,야,화,1,1,0,0,0,서울,강북구,차대사람,보도통행중,운전자법규위반,신호위반,교차로,교차로내,원동기장치자전거,원동기장치자전거,보행자,보행자,957478.0,1958994.0,127.01809640000002,37.62942128,9,4,50
2853,2015,야,화,1,1,0,0,0,서울,용산구,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,승용차,중형,보행자,보행자,953225.0,1948205.0,126.9705878,37.53197163,9,22,32
